date,841_no frills,841_walmart,841_superstore,841_sobeys,841_costco,47_honda,47_ford,47_dodge,47_nissan,47_toyota,1190_wolseley,1190_gm,1190_chrysler,1190_ford,1190_automotive,1191_bikes,1191_bmx,1191_velo,1191_bicycle,1191_bike,1140_canoe,1140_boat,1140_kayak,1140_bateau,1140_sail,1213_trailers,1213_roulotte,1213_trailer,1213_camper,1213_rv,1013_vintage,1013_cars,1013_encan,1013_classic cars,1013_tucker,1214_trailers,1214_trucks,1214_trailer,1214_truck,1214_hebdo,806_lamborghini,806_spartan,806_mclaren,806_bugatti,806_performance,810_electric car,810_hybrid,810_motor,810_toyota,810_prius,1317_buddy,1317_smart car,1317_morris,1317_smart,1317_door lock,273_yamaha,273_harley davidson,273_motorcycles,273_harley,273_motorcycle,148_ski doo,148_arctic cat,148_polaris,148_arctic,148_atv,1147_plane,1147_aircraft,1147_cessna,1147_titan,1147_airplane,1212_scooter,1212_scooters,1212_yamaha,1212_roller,1212_vespa,610_vans,610_truck,610_ford,610_suv,610_dodge,815_honda,815_ford,815_bmw,815_dodge,815_toyota,1294_points,1294_permis de conduire,1294_speeding ticket,1294_speeding,1294_driving test,170_driving school,170_driving,170_change address,170_license,170_plate,138_tools,138_auto repair,138_apk,138_mechanic,138_automotive,89_tires,89_auto parts,89_rims,89_tire,89_garmin,473_used,473_cars,473_auto,473_autotrader,473_car,803_auto show,803_2010,803_home show,803_convention centre,803_car show,121_super,121_super c,121_circulaire,121_iga,121_grocery,276_pizza,276_restaurant,276_tim hortons,276_pizza pizza,276_restaurants,650_portail,650_doors,650_air conditioner,650_wood,650_home depot,73_sears,73_walmart,73_walmart canada,73_canadian tire,73_store,355_books,355_renaud,355_livres,355_librairie,355_livre,1146_eb games,1146_ebgames,1146_eb,1146_game,1146_games,18_walmart,18_netflix,18_kijiji,18_canadian tire,18_amazon,1225_outlet,1225_costco hours,1225_outlets,1225_wholesale,1225_costco,270_ikea,270_ikea canada,270_lighting,270_furniture,270_light,659_gas station,659_gas,659_shell,659_oil,659_alberta,1268_gas prices,1268_gas costco,1268_gas,1268_costco,1268_gas buddy,38_saaq,38_blue cross,38_assurance,38_insurance,38_desjardins,844_barcode,844_display,844_pos,844_rfid,844_scanner,614_ticketmaster,614_cineplex,614_vancouver,614_ticket,614_centre bell
2009-05-01,30,38,33,37,15,86,63,61,79,69,35,69,74,62,21,61,60,32,59,35,18,47,42,34,32,73,44,55,29,54,47,28,55,37,19,75,54,59,43,70,53,14,21,43,41,23,30,52,29,64,36,14,43,18,34,66,85,94,87,74,6,18,30,18,78,15,38,41,14,27,49,36,54,29,62,25,76,68,24,54,70,64,6,67,72,68,74,74,77,60,49,59,45,40,28,50,37,0,29,49,30,70,64,30,74,70,63,72,58,56,1,13,7,46,19,41,38,17,25,12,37,46,26,37,23,2,65,7,59,34,55,21,28,50,45,40,44,35,50,28,26,40,26,28,29,22,1,49,29,7,43,3,22,52,16,28,36,72,75,25,8,47,67,40,42,6,0,7,0,5,50,62,56,51,74,39,48,39,26,48,57,50,44,53,39
2009-06-01,27,37,29,34,14,80,62,58,77,66,42,48,47,54,30,59,53,33,55,37,22,56,46,33,39,71,41,56,27,55,51,32,40,35,21,74,51,56,43,55,49,9,29,42,47,24,26,59,38,74,42,9,34,15,34,61,82,91,86,75,6,19,27,19,61,21,41,31,14,29,48,33,45,36,50,27,69,67,27,57,70,62,5,62,70,64,64,40,60,61,67,75,51,40,26,55,46,0,25,52,26,80,59,27,84,71,65,72,54,52,2,15,2,29,31,36,31,16,22,11,36,45,22,36,23,2,58,14,54,35,52,22,28,45,47,34,32,39,45,33,27,40,28,44,29,22,2,48,26,7,43,3,23,48,16,26,33,72,72,25,10,51,57,42,43,7,0,7,0,3,51,71,57,56,69,37,49,37,21,38,59,51,59,47,38
2009-07-01,27,38,30,35,14,85,72,61,87,71,40,22,22,53,21,62,65,29,52,34,22,66,52,38,40,93,52,68,41,67,60,42,37,51,18,75,58,56,57,69,48,10,23,56,39,18,27,46,41,91,35,12,36,19,30,56,85,78,87,65,5,20,29,20,64,11,42,40,13,24,44,38,42,48,49,28,73,69,29,66,71,67,5,64,72,63,70,52,66,70,65,73,60,43,34,55,41,0,31,57,30,88,57,28,91,77,66,74,56,55,3,19,3,23,32,34,29,16,19,12,40,51,20,40,27,1,66,11,56,32,56,23,28,39,52,44,38,42,53,30,33,46,33,49,34,23,2,50,25,8,60,3,35,58,17,33,39,86,86,25,9,47,64,40,41,8,0,8,0,4,47,73,54,59,68,28,47,44,23,39,47,94,55,41,40
2009-08-01,25,36,29,35,13,79,72,62,88,74,39,16,14,47,31,49,57,23,49,32,22,54,46,36,40,87,43,57,30,61,54,39,40,43,21,74,54,61,46,64,56,8,27,46,40,20,22,49,27,54,36,14,39,17,25,57,78,78,83,66,10,25,31,25,62,13,43,52,12,22,41,29,46,41,32,34,81,82,35,59,69,66,5,67,74,51,83,55,71,63,65,69,70,45,30,53,36,0,30,38,30,86,56,29,81,77,66,72,54,54,2,23,6,33,34,32,27,15,18,12,41,48,21,41,29,2,59,8,45,32,63,24,31,37,62,43,50,42,48,35,35,45,35,53,36,25,2,49,21,9,62,4,42,60,16,42,51,81,90,25,14,60,62,40,38,5,0,6,0,2,51,66,47,56,63,34,46,41,17,40,52,66,44,63,48
2009-09-01,23,37,28,31,12,73,65,56,74,65,50,16,17,44,35,41,59,13,42,25,14,37,29,25,35,59,27,40,23,43,52,32,34,33,16,62,57,45,43,69,50,6,55,59,47,19,22,44,26,51,36,10,38,17,47,48,61,68,65,50,16,41,46,41,70,11,39,45,12,26,35,29,34,19,33,28,76,74,28,62,65,61,5,59,65,53,76,65,69,60,48,59,66,38,31,53,42,0,36,45,42,89,55,36,62,70,64,61,50,48,2,30,17,56,25,38,35,18,20,11,40,47,20,40,26,3,62,2,54,28,64,25,29,30,60,46,49,59,55,40,36,40,36,55,37,27,3,46,19,9,52,5,28,56,15,33,38,83,79,28,11,60,55,41,43,4,0,5,0,1,50,70,49,54,61,26,50,38,29,34,64,45,50,70,66
2009-10-01,24,35,27,35,13,60,65,56,70,67,50,11,16,42,19,30,47,9,29,18,7,23,21,15,19,37,9,25,17,31,45,30,33,34,22,59,61,39,48,50,48,12,29,57,30,12,26,52,28,39,38,7,26,13,37,37,51,47,51,35,26,57,43,58,61,15,43,38,13,25,19,16,19,24,21,25,64,82,31,59,55,57,5,58,65,53,62,55,65,46,37,44,52,31,26,62,45,0,33,50,64,74,69,54,55,63,61,50,45,45,3,33,27,45,11,31,27,16,19,13,46,48,19,46,25,3,60,2,49,27,65,24,31,28,61,31,41,47,47,39,31,37,30,50,33,29,3,46,19,8,58,3,28,56,13,27,33,85,79,28,11,56,51,40,41,5,0,6,0,2,46,63,45,52,52,53,50,42,26,41,62,51,54,58,68
2009-11-01,25,49,36,32,29,51,56,51,62,59,44,10,13,44,28,25,42,8,23,14,9,18,25,10,22,28,8,18,14,21,49,29,41,32,12,52,61,41,45,45,45,13,29,83,36,15,25,54,23,39,35,7,40,13,35,34,48,44,47,33,30,55,45,55,56,14,37,39,13,24,21,17,27,25,27,25,71,81,25,64,52,51,5,52,59,48,51,73,72,39,33,42,48,29,29,65,42,0,29,43,55,77,60,46,70,59,55,46,33,39,3,39,5,39,8,33,30,16,18,12,43,51,18,43,26,4,52,2,54,25,81,36,45,37,75,38,50,54,58,40,41,44,41,49,43,46,3,44,23,11,63,5,36,58,18,28,33,92,85,32,8,47,54,40,42,4,0,5,1,2,43,67,46,48,49,39,58,41,34,38,63,78,50,57,81
2009-12-01,26,70,43,32,52,48,52,51,55,55,41,10,12,27,23,23,30,8,19,14,7,18,21,11,31,21,4,16,15,18,41,27,24,23,21,47,60,30,51,35,46,10,18,52,31,14,21,39,26,32,30,9,31,13,20,38,54,45,50,36,46,75,59,76,54,14,34,34,16,26,20,15,27,28,21,26,65,70,24,54,50,53,4,54,54,33,50,37,47,43,33,46,46,29,26,63,38,0,23,44,53,76,48,44,93,50,49,41,31,35,7,49,4,29,6,39,35,21,25,13,48,57,19,49,27,3,44,1,44,21,89,51,65,47,94,47,84,78,65,49,56,67,55,81,63,58,4,41,36,15,66,7,27,62,24,29,33,81,82,33,12,51,52,39,37,4,0,5,0,3,38,67,37,44,50,42,50,44,22,36,47,74,48,46,71
2010-01-01,26,39,31,31,35,56,63,53,58,83,52,11,18,40,20,23,27,8,22,13,9,25,25,20,22,36,11,22,14,29,46,33,30,34,20,50,55,30,50,41,41,9,29,60,37,13,20,46,21,29,36,5,38,11,9,42,57,50,57,42,46,83,63,82,56,14,42,35,16,23,18,11,29,27,21,25,67,86,29,55,52,55,4,55,76,59,62,48,59,45,48,52,56,29,22,67,38,0,28,41,25,72,45,23,57,60,56,47,36,41,42,90,23,35,34,35,31,21,22,12,48,53,22,48,24,4,55,1,54,28,63,22,29,25,63,47,48,61,49,32,35,38,35,51,37,24,4,44,17,10,41,4,18,60,15,32,40,90,90,31,11,52,63,41,46,4,0,5,0,1,34,77,47,52,47,32,48,54,24,30,34,75,43,40,43
2010-02-01,23,31,26,31,29,56,60,53,59,73,50,8,15,39,26,26,27,11,22,14,11,26,25,18,23,41,15,26,16,34,47,30,42,21,14,53,62,36,55,47,39,11,23,38,35,12,19,47,32,45,33,8,39,14,9,39,56,52,58,36,39,69,56,69,52,15,39,38,17,23,20,17,33,29,23,26,67,76,27,57,55,55,4,55,71,47,32,50,55,45,39,46,43,28,24,55,31,0,32,48,23,72,48,21,50,62,60,48,40,42,36,92,57,37,42,35,31,20,21,12,47,54,20,47,26,4,46,1,50,23,56,20,27,20,59,34,46,58,53,41,30,36,30,51,32,22,4,43,15,8,37,3,20,54,13,26,33,80,82,29,11,52,47,39,43,3,0,4,0,1,30,75,49,50,51,37,54,48,22,30,52,70,50,52,63
2010-03-01,21,36,27,28,30,76,70,58,71,75,37,10,11,38,43,46,46,24,41,29,13,29,35,23,24,58,29,35,22,41,76,25,48,27,20,70,66,50,47,61,43,11,47,41,44,12,22,45,33,58,36,6,36,13,32,52,70,72,73,58,20,44,43,45,65,15,43,36,17,24,34,26,37,29,31,31,76,78,32,66,61,60,5,61,67,54,47,59,69,55,57,59,48,34,29,59,35,0,31,51,36,93,72,33,58,71,65,57,42,52,14,100,67,36,28,31,28,20,19,12,42,47,29,42,24,4,62,2,50,32,50,21,29,25,61,35,38,59,44,30,31,35,31,39,33,24,4,48,18,8,53,4,26,57,13,28,32,89,79,29,10,56,59,46,49,4,0,6,0,3,39,70,64,62,50,39,54,50,25,42,65,70,48,50,66
2010-04-01,22,42,26,31,33,81,72,57,74,69,43,13,17,32,23,57,49,30,51,35,15,35,33,30,22,68,31,51,28,49,59,32,47,40,18,67,57,50,47,52,53,12,27,39,43,13,24,42,26,33,33,10,44,17,18,56,89,90,86,71,8,27,34,27,75,13,36,37,14,31,44,32,40,36,41,30,65,84,27,66,65,62,5,61,66,52,52,60,73,52,49,52,54,36,30,55,43,0,29,50,38,92,70,35,57,74,67,55,50,48,7,87,21,27,26,33,29,22,20,12,43,47,24,43,26,3,60,4,60,34,55,22,32,35,69,32,51,57,53,34,24,29,23,39,25,25,4,51,23,8,60,5,25,57,14,30,33,88,81,26,10,52,52,48,44,4,0,5,1,1,45,74,60,60,51,34,52,46,26,49,58,53,52,51,57
2010-05-01,20,37,26,32,37,74,70,58,71,58,49,10,14,34,14,55,58,25,45,36,17,41,43,35,27,75,34,57,31,54,46,35,38,39,17,65,61,61,47,49,45,17,19,49,42,18,16,46,21,25,33,5,28,11,32,50,78,75,80,63,6,20,28,20,60,15,40,44,12,38,43,29,35,31,41,29,66,75,29,63,61,63,5,61,62,67,64,74,78,57,61,64,60,35,31,52,51,0,28,51,31,84,62,28,65,68,64,51,51,45,2,85,6,33,24,34,30,19,18,12,44,49,20,44,28,4,70,16,55,44,57,23,32,37,64,34,47,63,47,31,25,33,25,36,28,27,4,52,27,9,53,6,26,62,17,27,29,83,79,28,13,53,57,85,41,5,1,6,1,4,44,61,57,55,51,29,59,55,19,38,52,56,43,41,66
2010-06-01,20,36,25,28,33,71,70,58,69,55,46,10,12,26,26,54,57,29,48,36,18,47,47,34,28,70,41,55,37,53,61,34,31,31,28,71,50,51,49,45,46,13,32,39,39,13,17,47,17,24,37,8,31,14,33,51,73,74,75,65,4,18,26,18,55,12,31,36,11,36,35,29,32,26,43,32,67,80,25,68,60,64,5,62,56,55,51,51,69,63,55,60,76,37,29,51,48,0,33,47,27,86,56,28,65,70,62,49,45,47,2,92,3,24,35,36,32,21,21,11,40,45,19,40,26,3,57,12,50,37,56,24,31,42,66,32,44,55,46,24,27,34,28,45,29,27,5,54,24,9,49,6,23,60,16,29,29,86,73,26,14,55,76,100,38,4,1,5,1,2,38,71,57,62,52,39,47,47,17,29,63,78,49,41,48
2010-07-01,21,37,27,28,31,81,74,59,73,60,40,11,15,40,16,54,60,27,46,33,18,60,51,46,37,82,49,58,34,60,65,39,39,44,19,67,55,57,50,52,46,11,31,49,44,10,19,45,16,24,43,9,37,13,22,51,82,70,81,60,6,19,29,19,53,14,33,39,12,32,45,34,36,31,43,33,65,71,31,70,65,65,5,63,62,65,46,61,59,67,63,68,64,45,34,45,59,1,27,47,28,99,54,29,73,70,61,53,49,49,1,88,4,26,37,33,30,18,18,12,45,54,19,45,30,2,65,22,47,42,58,27,33,44,74,36,45,44,43,32,34,46,33,47,35,32,7,52,27,10,65,8,38,58,19,31,30,87,75,23,16,51,59,64,34,6,0,7,0,3,32,64,50,59,54,34,55,39,21,33,56,93,49,46,28
2010-08-01,21,36,24,23,29,81,76,60,73,63,35,12,12,36,26,50,66,23,46,32,17,49,50,31,40,74,46,53,32,56,73,33,43,29,22,64,61,54,47,56,45,11,20,62,41,12,11,37,20,33,34,6,42,12,18,51,74,63,78,57,8,23,30,23,61,17,40,47,13,31,33,25,32,36,36,32,68,79,34,64,66,66,5,65,63,64,47,74,77,74,67,71,69,43,30,42,51,1,34,51,30,98,52,30,73,64,64,54,50,51,2,92,5,26,31,34,30,18,19,11,43,50,22,43,30,3,64,8,48,35,58,28,31,37,74,42,43,50,42,34,30,34,30,47,31,34,6,56,21,12,72,6,39,64,19,36,37,86,81,27,15,53,53,42,40,4,1,6,1,2,25,72,48,58,56,42,57,52,24,47,51,90,47,48,43
2010-09-01,20,33,23,28,28,71,72,56,72,57,53,9,10,30,21,38,60,18,32,23,9,29,37,21,32,52,27,35,22,43,62,29,44,35,28,61,58,45,42,50,54,14,23,58,33,10,15,45,18,24,28,9,37,13,50,45,62,55,59,41,14,36,42,36,60,12,35,40,12,31,31,31,32,24,31,29,66,77,35,61,60,63,5,61,60,59,43,57,76,63,55,58,62,36,34,47,46,1,37,48,39,84,52,35,56,61,58,48,43,47,3,85,22,39,20,33,30,19,19,10,41,46,19,41,26,4,62,4,50,29,58,25,27,34,67,46,45,75,47,40,31,39,31,37,32,31,15,53,19,13,58,5,26,64,19,27,26,84,75,30,12,51,52,48,41,3,1,4,1,2,25,70,49,58,56,50,59,44,34,46,50,59,42,59,58
2010-10-01,20,29,22,26,28,67,65,54,72,58,52,10,15,35,22,30,54,10,24,19,7,20,33,15,21,35,17,24,17,30,56,30,39,33,22,54,54,42,44,43,55,12,22,57,32,13,17,45,21,32,33,9,31,17,25,41,52,44,51,37,19,39,41,40,55,13,32,44,14,32,23,18,25,30,24,22,59,65,28,58,58,58,5,57,58,45,42,41,59,44,42,52,54,33,29,50,48,2,27,45,50,77,55,44,42,57,59,46,49,43,3,76,18,40,6,33,29,17,18,10,45,47,20,45,26,6,58,2,48,28,65,24,26,30,65,34,48,58,40,32,29,38,29,44,31,31,18,50,20,12,55,5,25,58,19,21,20,91,74,31,12,51,54,44,41,4,1,5,1,2,25,67,46,51,54,35,59,44,19,40,52,50,42,56,62
2010-11-01,19,45,24,23,38,59,66,54,71,55,47,17,13,37,23,22,41,7,20,14,7,16,28,10,24,19,7,14,11,22,50,25,39,26,18,46,55,34,45,41,44,14,30,49,30,13,17,46,13,29,37,8,37,12,19,36,44,34,42,28,28,54,45,54,48,15,31,31,13,31,23,18,25,24,19,25,65,68,27,61,50,56,4,59,54,42,32,33,42,45,45,51,47,29,20,58,42,2,33,53,63,71,59,59,51,53,53,40,39,39,6,70,5,48,8,33,29,18,19,10,43,51,22,43,26,5,60,2,51,27,83,37,37,39,75,29,63,98,47,50,41,43,40,50,44,46,18,51,30,17,63,5,33,56,24,22,20,96,75,35,12,49,50,44,39,4,0,5,0,2,24,71,47,52,50,52,53,41,37,52,58,68,44,49,66
2010-12-01,19,58,35,25,32,49,60,52,62,48,33,8,11,26,23,19,29,7,20,12,6,14,30,11,32,19,5,11,11,16,64,32,28,36,16,43,53,29,43,31,42,9,20,73,35,14,13,46,16,25,35,7,35,11,40,39,49,31,45,29,43,72,60,73,48,12,32,36,14,27,18,15,26,22,18,27,62,63,31,58,47,54,4,54,52,39,36,25,40,48,36,43,45,30,21,52,39,2,36,39,41,70,46,37,64,46,52,40,34,34,5,64,4,23,7,39,35,22,24,10,47,52,23,47,27,5,44,1,42,20,81,48,50,45,89,39,91,100,62,54,52,52,52,71,58,56,22,46,33,22,58,9,25,62,26,25,22,72,69,31,13,47,54,41,31,5,1,6,1,3,18,65,39,44,51,44,47,51,29,50,58,59,44,46,55
2011-01-01,28,35,27,28,14,56,66,54,58,53,43,10,16,34,28,18,29,9,18,12,7,21,32,22,25,30,12,22,12,29,54,31,32,31,16,50,55,33,47,42,41,11,26,51,29,14,15,41,18,32,44,6,39,12,32,37,49,41,49,35,47,85,65,86,54,15,34,33,12,23,15,11,24,34,22,20,65,67,33,62,46,60,4,57,49,48,40,47,67,44,40,46,51,29,24,48,39,2,66,39,24,57,39,24,48,52,52,42,38,36,33,48,21,50,32,35,32,21,23,10,45,49,25,45,23,7,49,1,44,26,68,23,27,31,55,40,65,79,49,43,34,45,33,44,35,28,28,59,23,12,41,6,16,51,20,29,27,83,72,34,10,51,56,46,47,5,1,6,1,4,21,68,55,51,54,45,53,36,29,43,65,58,50,46,43
2011-02-01,25,31,24,29,15,59,68,55,63,54,49,8,17,29,17,22,30,9,20,13,9,24,31,19,25,42,19,28,17,35,59,31,38,32,16,49,60,40,53,42,48,16,32,46,27,12,17,47,18,25,35,6,35,13,27,40,51,37,55,34,46,75,66,75,52,14,29,32,13,24,17,15,26,25,21,23,67,68,33,72,50,59,4,60,53,64,42,54,60,42,45,47,43,25,21,49,36,2,73,40,19,53,43,21,45,55,53,46,40,37,32,37,70,39,43,36,34,24,21,9,47,51,31,47,24,7,51,1,48,23,55,18,20,27,44,26,50,53,38,36,32,36,31,35,33,23,24,60,20,10,38,5,17,51,17,24,22,81,63,32,9,47,52,45,49,8,1,9,1,4,22,70,54,47,56,38,50,45,29,47,100,61,70,56,59
2011-03-01,26,32,22,27,16,69,73,66,67,68,46,9,12,37,26,33,39,13,28,21,11,23,32,24,29,43,29,31,22,38,51,22,49,28,19,56,60,43,51,55,52,15,27,45,30,13,21,54,23,42,33,8,32,15,35,43,64,48,61,43,25,98,47,98,53,14,34,38,13,20,27,21,34,29,23,26,63,74,37,71,59,69,4,62,59,59,48,38,51,47,51,53,45,28,25,45,40,3,58,42,27,62,55,28,44,58,57,49,41,40,11,31,65,45,27,41,38,23,22,8,40,45,42,40,22,5,51,3,50,30,56,19,21,31,47,25,50,47,41,37,32,39,31,32,32,24,31,66,23,10,45,6,18,53,19,26,21,83,65,28,10,50,47,46,47,9,1,11,1,4,24,70,64,59,63,50,50,41,23,44,57,61,72,45,44
2011-04-01,28,39,29,33,18,82,73,74,73,73,44,9,16,30,20,46,49,26,41,31,16,28,39,24,39,53,36,38,24,46,81,24,72,27,16,69,59,56,45,58,53,18,30,42,35,19,25,42,32,49,41,8,31,17,28,49,72,61,76,59,10,39,37,39,63,15,31,40,15,27,39,29,48,26,35,28,65,73,35,77,70,66,5,67,61,64,47,56,61,47,51,53,45,31,25,48,39,3,49,40,35,72,76,36,47,61,61,52,43,44,5,26,28,45,35,38,34,23,24,10,45,47,30,45,22,7,57,4,51,33,55,23,24,39,51,26,49,49,38,47,28,33,27,28,29,28,28,73,29,10,52,9,22,53,22,26,21,82,66,30,10,45,54,43,44,16,2,17,2,8,31,59,61,56,61,68,47,45,26,59,59,57,60,42,42
2011-05-01,27,39,28,33,18,78,69,66,70,63,45,6,10,22,16,49,63,25,46,34,51,34,43,28,46,60,37,46,26,51,50,28,58,31,21,68,51,58,47,50,55,24,26,43,34,17,24,49,25,45,40,8,33,16,32,48,74,65,78,58,5,23,27,23,61,14,31,33,12,24,42,38,38,34,42,26,60,74,31,69,66,61,5,63,56,56,55,52,60,68,56,59,54,31,27,41,41,3,63,52,30,71,61,32,49,57,58,48,44,42,2,20,7,39,20,39,36,23,24,9,43,49,26,43,23,6,64,10,48,40,54,26,25,49,50,28,52,47,32,44,27,35,27,31,29,29,26,71,36,10,49,8,22,51,22,25,21,80,61,26,12,53,57,43,44,18,2,19,2,17,33,59,63,57,58,52,38,44,19,40,70,60,63,50,34
2011-06-01,29,40,29,37,17,72,69,60,72,61,54,9,13,33,22,51,73,27,47,36,98,41,52,35,56,65,41,54,30,54,58,33,41,42,19,62,56,53,50,45,58,34,36,62,37,15,18,44,20,47,41,9,35,17,35,46,77,67,80,61,5,22,29,22,50,15,34,34,14,25,43,30,42,35,35,27,62,71,33,70,55,60,5,62,56,55,64,52,62,68,56,59,45,34,28,44,37,4,54,48,27,72,55,29,53,57,71,50,58,39,1,18,3,32,34,43,40,24,26,9,44,48,26,44,28,6,61,15,49,42,57,27,25,47,50,23,43,45,38,42,27,39,26,35,28,31,31,72,37,11,47,9,21,52,22,26,23,80,60,27,12,50,60,43,41,8,2,10,2,7,31,65,60,56,59,61,53,43,18,57,76,66,76,51,34
2011-07-01,31,44,31,37,15,75,72,65,70,66,57,6,9,27,18,62,75,27,50,38,100,56,61,46,63,75,50,63,34,64,76,31,49,40,18,69,56,57,56,47,58,21,40,52,36,9,14,34,15,28,39,10,27,17,28,47,100,69,98,59,5,21,28,22,50,12,31,44,13,23,43,36,43,25,32,30,67,72,38,71,56,60,5,67,57,75,59,69,72,69,70,71,62,36,33,41,48,4,43,46,26,82,50,29,61,62,67,53,61,44,1,17,3,21,41,41,38,22,22,11,45,53,26,46,33,4,62,21,51,43,61,31,27,55,57,26,43,47,34,37,33,44,31,36,34,34,31,74,37,11,63,12,31,57,24,29,29,77,66,24,14,49,47,38,38,9,2,11,2,8,32,69,60,59,59,53,43,40,23,36,61,92,64,43,28
2011-08-01,25,39,27,32,18,71,74,67,82,66,45,10,14,30,16,47,74,19,40,33,96,48,54,38,58,71,54,57,31,57,72,30,48,34,17,65,59,53,48,60,64,18,68,55,35,14,17,41,18,34,38,8,30,14,41,42,77,65,75,51,9,30,32,31,52,11,29,38,13,23,38,36,36,28,30,30,62,77,38,73,60,66,5,64,60,60,68,45,54,69,70,68,64,38,33,48,45,5,38,48,28,73,47,29,60,61,61,52,75,41,2,16,6,32,33,40,36,24,23,10,43,50,24,43,33,6,62,7,52,34,63,32,24,45,57,30,54,49,47,51,32,42,31,35,33,35,29,78,32,13,68,11,35,58,25,34,29,82,66,26,13,53,56,39,41,10,2,12,2,10,37,65,60,58,59,65,50,37,24,56,56,86,45,49,31
2011-09-01,27,40,27,36,16,66,69,63,73,63,46,6,8,26,19,37,66,17,31,25,100,29,47,24,54,47,30,37,21,42,67,33,61,41,21,55,61,55,48,59,62,17,26,48,31,15,19,37,18,40,35,9,30,17,19,39,61,50,60,42,14,44,46,44,56,13,31,37,15,23,38,36,30,31,22,27,62,71,31,70,55,61,5,62,57,62,64,52,58,55,58,58,53,35,29,43,43,6,46,44,35,68,52,34,49,56,56,47,76,39,4,16,25,43,23,43,40,23,26,9,44,49,28,44,31,9,66,3,52,33,68,33,23,39,58,41,52,47,50,52,36,43,35,39,39,37,32,75,31,14,49,8,24,63,27,30,23,79,64,31,12,44,55,40,43,9,2,10,2,8,35,58,57,54,62,59,50,39,23,61,61,58,55,61,50
2011-10-01,27,39,27,35,16,65,67,60,72,67,59,7,13,27,25,27,54,10,23,18,86,20,36,15,43,29,17,24,15,30,62,22,52,24,18,50,60,41,47,46,61,11,27,54,30,18,20,35,28,54,45,7,33,13,27,32,44,37,45,31,20,52,42,52,53,12,29,31,13,22,30,37,30,28,19,23,57,67,33,55,55,60,5,58,58,61,52,54,53,41,51,54,48,31,22,42,41,7,44,49,51,70,58,52,37,50,53,45,69,35,2,14,18,50,7,39,37,20,22,9,46,48,32,46,29,10,60,2,52,29,71,33,22,41,57,23,46,56,39,44,33,48,35,39,37,37,37,70,33,13,46,9,23,62,26,27,21,85,63,35,12,49,57,43,45,8,2,9,2,11,36,61,51,50,62,51,45,39,23,49,50,50,53,51,55
2011-11-01,25,47,27,33,21,59,63,59,64,63,53,6,8,24,17,20,36,9,20,13,83,14,35,13,52,21,9,14,10,20,64,29,52,33,18,45,61,34,51,48,50,13,28,42,23,17,19,44,16,41,43,6,37,14,34,29,42,28,42,26,29,75,52,75,47,12,27,34,14,25,23,26,22,21,19,25,54,60,34,56,48,55,4,56,54,58,50,42,47,40,44,45,44,31,25,49,44,8,40,45,74,62,57,70,41,45,47,42,64,32,4,14,5,53,6,38,36,19,20,10,44,50,29,44,30,12,50,1,48,29,93,43,29,57,60,26,56,71,42,51,50,64,51,56,54,51,32,73,44,18,57,9,26,62,29,26,23,87,63,37,12,46,51,44,51,6,2,7,2,6,33,73,47,50,73,54,47,41,28,59,61,69,49,66,62
2011-12-01,28,58,38,36,25,49,57,52,53,50,40,5,7,20,20,21,33,7,16,11,81,15,36,11,70,16,6,12,13,16,74,23,31,24,16,42,59,30,49,40,47,14,31,42,25,13,16,32,17,30,37,6,31,15,29,32,53,30,52,28,34,76,55,76,45,13,24,39,12,24,19,20,20,31,17,22,58,64,33,51,43,48,4,54,47,48,35,37,38,46,39,45,35,29,23,47,34,10,32,39,34,53,41,32,51,39,44,37,63,29,5,12,5,34,7,41,38,21,26,10,49,54,27,49,33,10,42,1,45,22,100,52,33,62,69,29,82,65,61,72,63,66,62,54,67,60,39,70,45,22,57,14,21,67,38,26,21,74,60,35,13,42,49,35,39,7,2,8,2,7,25,71,38,37,76,42,54,39,26,47,68,81,57,65,55
2012-01-01,29,32,27,33,15,54,62,63,53,56,48,4,8,23,21,18,26,8,17,12,84,22,44,20,48,27,11,18,11,24,60,25,39,28,18,43,57,33,50,50,50,21,20,41,28,14,16,36,25,50,34,7,33,14,30,35,47,38,51,34,42,71,58,72,49,13,27,39,14,23,17,17,21,39,16,25,56,67,31,55,45,55,4,58,50,58,56,43,43,45,42,47,39,31,25,39,37,10,32,36,23,56,38,23,39,43,49,40,72,33,31,12,18,38,25,44,42,24,25,10,47,46,36,47,32,10,54,1,50,26,74,32,17,39,47,37,47,61,41,54,37,38,37,33,39,34,46,71,30,14,37,9,14,59,26,28,22,81,72,35,10,51,52,45,48,6,2,7,2,5,26,80,49,49,72,51,44,45,26,57,51,84,47,43,50
2012-02-01,30,30,25,32,13,57,65,63,56,59,47,6,13,26,25,22,30,10,21,15,89,24,44,25,50,38,20,28,16,33,71,28,39,34,16,50,62,41,48,56,52,36,39,54,30,14,20,38,27,54,30,6,32,14,32,39,58,37,59,37,52,76,63,76,50,13,29,38,10,24,22,22,27,41,18,26,58,71,37,64,48,57,4,59,52,65,49,50,51,46,53,52,41,30,23,46,37,11,33,34,20,56,41,22,41,44,51,42,80,33,36,11,44,41,50,48,46,26,25,10,47,50,41,47,33,10,51,1,51,26,66,28,16,35,44,22,40,56,36,43,30,34,30,28,31,31,45,74,24,12,41,13,17,62,26,25,19,87,60,33,12,50,54,45,51,7,1,8,1,4,28,78,53,50,70,49,48,38,32,46,60,60,54,42,63
