date,841_No Frills,841_Flyer,841_Costco,841_Real Canadian Superstore,841_Canada,47_Ford,47_Car,47_Honda,47_Canada,47_Sales,1190_Ford,1190_Car,1190_General Motors,1190_Canada,1191_Mountain,1191_Motorcycle,1191_Mountain bike,1191_Bicycle,1191_Canada,1140_Kayak,1140_Outboard motor,1140_Boat,1140_KAYAK,1140_Sales,1213_Caravan,1213_Travel,1213_Trailer,1213_Recreational vehicle,1213_Sales,1013_Classic car,1013_Car,1013_Sales,1013_Auction,1013_Classic,1214_Ritchie Bros. Auctioneers,1214_Car,1214_Trailer,1214_Truck,1214_Sales,806_Lamborghini,806_Bugatti,806_Car,806_Truck,810_Car,810_Electric vehicle,810_Canada,810_Hybrid vehicle,810_Electric car,1317_Smart,1317_Door,1317_Car,1317_Lock,273_Motorcycle,273_Yamaha Motor Company,273_Harley-Davidson,273_Canada,273_Sales,148_Arctic Cat,148_Ski-Doo,148_Snowmobile,148_Polaris Inc.,1147_Aircraft,1147_Airplane,1147_Cessna,1147_Sales,1212_Motorcycle,1212_Scooter,1212_Vespa,1212_Canada,1212_Kick scooter,610_Ford,610_Van,610_Sport utility vehicle,610_Truck,610_Sales,815_Ford,815_Car,815_Honda,815_Canada,815_Sales,1294_Ontario,1294_Traffic ticket,1294_Test,1294_Driving,1294_Speed limit,170_License,170_Driving school,170_Driving,170_Vehicle registration plate,170_Driver's license,138_Code,138_Oil,138_Car,138_apk,89_Rim,89_Car,89_Wheel,89_Tire,89_Canada,473_Used car,473_Auto Trader Group,473_Car,473_Canada,473_Sales,803_Toronto,803_Auto show,803_Car,803_2010,803_Air show,121_Super C,121_IGA,121_Grocery store,121_IGA Extra,121_Circulaire,276_Toronto,276_Menu,276_Domino's Pizza,276_Restaurant,276_McDonald's,650_Door,650_The Home Depot,650_Canada,650_Wood,650_Air conditioning,73_Walmart,73_Canadian Tire,73_Calgary,73_Walmart Canada,73_Walmart Pharmacy,355_Bookstore,355_Renaud-Bray,355_Book,355_Archambault,1146_Game,1146_EB Games Australia,1146_Video game,1146_Canada,1146_EB Games,18_Walmart,18_Canadian Tire,18_Kijiji,18_Canada,18_Shoes,1225_Canada,1225_Costco,1225_Hour,1225_Wholesaling,1225_Outlet store,270_IKEA,270_Canada,270_Furniture,270_Light,659_Oil,659_Petroleum,659_Gas,659_Filling station,659_Gasoline,1268_Costco Gasoline,1268_GasBuddy,1268_Costco,1268_Price,1268_Gasoline,38_Insurance,38_Canada,38_Vehicle insurance,38_Desjardins Group,38_Ontario,844_Image scanner,844_Point of sale,844_Barcode,844_Canada,614_Vancouver,614_Ticket,614_Ticketmaster,614_Cineplex Entertainment,614_Centre Bell
2009-07-01,27,40,14,37,44,72,63,86,95,98,52,27,31,48,38,30,43,51,33,52,62,66,52,51,18,86,68,13,82,34,40,13,12,57,0,29,57,57,70,47,55,33,54,22,16,21,11,17,20,40,14,24,66,0,50,88,24,20,6,10,0,42,24,40,13,23,44,49,24,18,69,59,0,73,47,67,53,71,77,64,76,68,58,60,44,43,66,73,20,39,52,34,43,0,32,54,39,28,82,51,0,55,60,100,8,3,39,19,63,29,19,17,12,16,82,21,56,51,29,29,33,54,56,41,23,39,43,28,8,38,24,41,29,48,0,52,32,34,23,25,50,30,50,31,17,0,0,71,33,40,86,25,40,37,48,0,34,0,3,0,6,8,59,58,32,15,61,0,17,27,37,55,40,47,0,40
2009-08-01,25,40,13,30,41,71,64,79,88,99,47,25,19,52,33,43,35,49,26,46,49,54,46,47,17,79,58,8,71,37,39,44,17,53,0,37,61,46,69,55,45,38,44,27,20,18,21,21,17,35,14,29,66,0,30,79,16,24,9,13,0,44,23,52,5,22,40,32,22,6,82,52,0,81,36,66,52,68,70,95,74,61,57,64,22,45,66,68,0,43,39,34,44,0,32,51,36,29,72,49,0,54,58,90,11,2,43,23,72,27,18,18,24,15,73,20,65,48,27,32,34,54,45,33,24,37,49,31,11,53,28,44,35,52,0,35,28,35,25,22,49,31,58,32,16,0,0,66,42,44,90,25,40,33,61,22,25,0,1,0,4,6,56,52,36,4,57,0,23,35,37,44,62,51,0,47
2009-09-01,23,37,13,38,39,65,55,72,83,82,46,16,21,40,27,34,29,42,20,29,38,37,29,31,12,52,40,7,54,27,34,0,26,37,0,39,44,43,60,51,58,32,65,25,19,14,20,18,17,44,12,57,50,0,16,67,24,41,17,22,0,39,25,46,12,16,34,33,23,27,75,50,0,76,44,61,49,65,70,74,67,58,51,60,19,38,47,59,18,32,38,29,40,0,43,47,34,36,75,46,34,48,56,87,30,2,35,30,57,34,20,18,17,18,71,19,62,48,23,32,6,50,53,19,25,30,45,29,12,70,20,58,31,54,0,53,32,36,27,19,46,31,60,27,15,0,0,76,33,37,78,28,41,36,60,21,21,0,1,0,4,4,54,51,26,20,49,21,31,24,36,50,69,64,0,66
2009-10-01,24,42,12,31,40,65,52,61,80,73,43,20,28,44,20,12,21,29,14,21,22,23,21,34,10,35,25,0,38,25,27,22,5,38,25,50,39,48,52,47,57,28,71,18,25,15,13,12,13,35,8,36,36,0,21,51,15,56,28,41,0,43,25,37,8,8,19,21,12,10,82,47,0,63,42,57,46,55,66,54,61,53,46,52,12,32,36,44,33,25,37,31,35,0,65,47,40,54,94,41,0,45,49,77,28,3,20,33,7,27,19,18,15,16,70,21,74,48,33,31,12,54,48,17,24,28,47,31,13,27,24,32,35,48,0,37,33,31,29,19,46,33,70,31,14,15,15,67,27,38,78,28,40,39,57,38,26,0,1,0,4,10,52,49,24,25,47,0,21,53,29,54,58,62,0,68
2009-11-01,25,48,29,54,61,56,46,51,79,74,44,39,14,50,15,22,15,23,13,25,22,18,25,26,11,22,18,0,27,33,35,39,34,49,13,43,41,44,49,46,82,27,60,23,11,14,18,15,13,36,9,39,33,0,18,50,14,55,26,44,0,37,23,38,11,15,21,27,16,5,80,42,0,71,50,51,43,52,63,71,54,58,37,54,23,29,33,43,17,23,47,32,33,0,45,42,39,46,90,36,16,39,48,82,27,3,15,39,5,30,18,14,29,16,73,22,69,51,25,29,6,59,54,14,36,37,53,45,11,30,31,31,52,49,0,25,50,42,45,23,43,40,62,37,18,47,0,65,29,41,85,32,40,32,47,0,23,0,1,1,4,6,47,49,40,0,49,0,17,41,38,50,56,64,0,81
2009-12-01,26,56,52,58,100,52,42,48,75,69,26,16,26,50,12,20,14,19,13,21,8,18,21,30,14,19,16,2,21,13,18,6,16,32,0,45,30,50,53,46,51,20,68,20,11,13,10,14,13,24,13,21,36,0,24,54,14,75,43,57,0,34,26,34,10,10,20,22,12,27,70,39,0,64,65,52,37,50,53,57,57,33,35,58,18,29,32,46,18,22,36,25,30,0,41,49,35,43,94,30,0,35,44,74,13,7,15,48,2,35,24,17,22,21,79,22,82,57,22,27,26,49,45,10,51,47,72,64,13,43,55,48,90,82,0,57,100,57,58,36,41,54,72,47,24,50,0,91,29,41,81,33,39,41,51,21,21,0,2,0,3,6,45,45,40,3,50,0,15,39,36,48,47,48,0,70
2010-01-01,25,42,35,41,55,63,47,56,77,71,41,12,12,42,13,9,13,22,13,25,13,25,25,23,14,29,22,4,33,22,27,21,9,46,0,32,30,50,44,42,58,22,93,20,9,14,4,12,11,19,6,8,42,0,24,59,20,83,45,64,0,43,23,35,18,2,17,22,12,0,87,36,0,67,68,55,44,52,62,61,65,51,43,56,18,29,47,53,48,24,40,29,33,0,28,42,29,23,65,35,0,41,50,80,37,42,40,90,5,31,22,16,17,22,74,23,84,53,27,31,26,59,53,12,22,25,43,29,9,54,26,46,48,50,0,44,52,36,24,17,44,35,52,36,15,29,14,64,32,46,90,32,41,41,52,18,27,0,1,0,4,8,52,57,38,15,51,0,18,32,41,43,39,34,0,43
2010-02-01,23,39,29,34,49,60,47,56,77,79,40,18,30,46,14,0,15,22,17,25,16,26,25,25,16,38,26,2,45,22,24,38,19,37,0,42,36,55,60,38,36,27,76,16,8,16,14,11,14,13,9,8,36,16,24,58,26,68,34,52,0,39,23,38,11,6,21,23,12,20,76,39,16,67,36,56,44,55,60,69,64,55,39,49,17,28,38,46,34,22,38,25,27,0,28,40,30,20,62,37,0,42,48,87,73,36,45,91,5,31,20,17,31,21,73,22,81,54,26,26,21,58,50,13,20,20,41,27,12,26,12,32,48,50,0,43,46,30,22,15,43,32,50,32,13,31,0,48,26,36,82,29,39,41,52,0,29,0,2,0,3,9,50,49,40,16,52,0,23,37,42,50,51,52,0,62
2010-03-01,21,40,31,37,51,71,59,76,95,89,39,34,15,43,34,29,37,41,31,35,24,29,35,29,18,53,34,4,55,24,30,33,26,36,0,40,50,46,61,44,41,21,64,17,6,15,13,11,13,37,7,28,58,0,20,88,29,44,19,27,17,43,23,36,13,16,34,31,21,33,77,51,14,76,40,60,48,61,76,81,66,76,48,62,36,34,57,59,16,30,41,36,35,0,45,47,45,33,86,44,0,52,54,90,42,15,32,100,11,28,19,16,19,20,67,22,68,47,31,32,30,61,50,17,21,25,39,29,9,25,21,32,48,39,51,35,37,32,24,18,48,35,72,37,13,0,0,85,28,38,79,29,46,46,57,19,28,0,2,0,5,6,62,56,50,14,55,0,18,42,47,48,50,65,0,65
2010-04-01,22,41,33,30,52,72,60,81,91,87,32,23,26,44,34,42,37,51,39,33,44,35,33,29,13,71,51,4,69,30,29,35,14,51,24,32,50,47,57,53,39,25,91,19,17,16,18,13,16,20,12,27,71,0,46,92,49,26,7,10,0,36,31,37,12,26,45,43,26,25,85,44,15,64,51,62,51,65,74,75,76,64,42,65,28,37,49,52,0,30,47,33,41,0,42,49,43,35,85,43,15,48,52,88,20,7,33,87,13,29,20,17,25,22,72,22,70,47,29,30,15,63,60,24,22,35,44,32,11,37,26,35,43,39,54,52,33,24,25,23,51,32,76,39,14,60,14,87,30,38,81,26,48,43,53,0,30,19,1,1,3,8,60,55,42,18,54,0,12,34,39,52,50,58,0,56
2010-05-01,20,40,37,33,53,70,57,74,85,92,35,17,18,36,31,43,39,45,34,43,46,41,43,38,20,73,57,4,66,23,29,26,10,51,13,30,61,47,73,45,48,25,66,22,12,14,9,18,11,28,6,39,64,0,25,82,35,20,7,8,0,41,38,44,13,8,43,42,25,10,75,52,16,66,58,63,49,61,68,73,70,48,45,67,24,35,62,64,35,26,46,63,43,0,35,48,37,28,76,42,16,45,52,92,16,2,31,85,28,30,18,17,18,19,71,23,74,49,30,32,36,69,55,50,23,37,42,32,14,48,27,39,47,36,56,29,38,25,27,27,52,33,67,37,17,47,14,82,27,34,78,28,86,79,53,20,30,0,2,1,3,5,55,54,44,6,59,0,21,31,40,43,40,52,0,66
2010-06-01,20,38,33,31,51,71,57,72,87,86,26,25,13,45,37,24,40,49,37,47,46,47,47,44,22,74,55,2,47,29,34,16,30,47,13,56,52,50,69,46,37,26,62,17,8,14,5,13,13,40,9,29,65,0,34,82,25,18,3,8,0,31,36,37,12,22,35,43,24,16,79,51,0,67,71,64,46,59,66,61,60,51,53,60,37,37,55,60,0,30,39,57,41,0,33,47,38,28,77,45,16,47,43,84,14,2,43,92,54,32,21,15,19,21,69,22,66,45,36,31,22,60,50,48,24,42,42,31,15,33,26,33,44,44,0,38,34,27,27,24,54,32,56,34,16,16,15,81,29,33,72,26,100,78,55,0,29,0,2,1,5,11,62,54,38,10,61,0,25,43,55,49,41,62,0,49
2010-07-01,21,34,31,36,45,74,61,81,84,88,41,14,17,42,32,37,34,47,34,51,55,60,51,41,22,86,58,4,70,34,30,20,24,62,12,31,57,50,72,46,48,27,56,15,7,13,4,10,14,25,11,35,60,0,31,77,22,19,5,6,0,33,33,39,7,34,45,42,21,45,71,49,0,65,49,65,47,64,66,65,71,56,52,67,12,44,64,68,51,38,54,48,45,1,32,54,37,29,78,46,0,49,43,83,17,1,47,88,65,30,18,17,28,18,75,23,74,54,34,35,24,65,47,67,27,44,48,33,18,30,10,38,49,47,0,37,43,34,32,27,52,30,50,38,19,15,0,56,31,34,75,23,64,40,51,20,27,0,2,0,5,7,59,50,28,12,58,0,24,37,34,50,45,55,0,28
2010-08-01,21,32,29,31,40,76,63,81,83,95,36,26,12,40,33,36,35,46,27,49,54,49,49,43,17,83,54,6,73,38,41,19,18,59,0,28,54,47,79,45,61,31,55,17,10,10,9,12,12,32,8,26,57,15,30,72,33,23,6,9,0,41,31,47,9,22,33,36,18,15,80,55,0,68,59,66,51,66,68,79,79,52,54,66,21,42,67,71,17,36,52,38,43,1,43,49,36,30,72,43,0,51,46,90,19,2,42,92,55,30,20,18,22,18,69,24,61,50,31,33,34,53,48,30,28,37,52,31,12,46,17,42,38,47,0,36,41,30,34,21,56,31,67,37,19,0,0,94,36,38,80,27,42,38,53,0,34,0,2,1,4,7,59,48,48,6,62,18,16,44,37,47,47,51,0,44
2010-09-01,20,32,28,32,39,72,54,71,76,77,30,26,15,32,22,19,22,32,19,37,31,29,37,34,16,53,35,8,42,27,29,33,18,51,0,29,44,42,58,55,58,24,52,15,20,10,21,10,13,42,11,43,41,0,15,56,14,36,12,20,0,35,32,41,13,18,31,30,20,9,77,39,0,66,50,63,47,60,65,60,64,55,45,69,35,36,56,58,32,29,53,34,36,1,38,46,36,35,74,43,14,47,43,81,34,3,29,85,50,30,19,13,24,19,68,22,64,46,29,29,25,55,50,17,25,34,51,27,14,56,32,53,64,37,0,21,44,32,31,19,54,32,69,36,19,43,0,75,27,31,75,30,49,42,51,0,34,0,1,1,3,1,58,47,34,14,59,17,13,51,45,43,57,50,0,57
2010-10-01,20,31,28,30,37,65,50,67,72,72,35,19,15,42,16,18,19,25,16,33,18,20,33,23,15,30,24,6,29,25,26,9,17,55,0,37,42,43,54,55,55,26,73,18,15,14,4,13,17,24,11,19,37,14,27,49,18,39,18,28,0,32,32,44,11,17,23,25,13,13,66,37,14,59,38,58,43,58,59,66,53,40,39,54,28,32,42,52,30,26,38,39,33,2,42,41,36,44,76,36,0,43,39,83,29,3,16,76,10,29,18,15,16,17,66,23,72,47,38,30,24,43,48,11,24,30,47,26,12,32,27,34,46,44,0,32,43,30,31,20,50,33,65,34,19,13,0,73,21,28,73,31,44,42,52,0,27,0,2,1,3,6,50,42,51,19,45,0,21,35,30,42,55,52,0,61
2010-11-01,19,38,38,32,49,66,51,59,66,71,37,18,29,32,11,17,11,20,14,28,14,16,28,23,9,14,14,0,22,20,27,22,20,45,11,40,33,45,52,45,46,24,69,19,14,11,12,14,12,17,9,21,28,0,18,41,14,54,24,35,16,32,31,32,18,5,23,19,9,26,68,39,0,65,42,56,43,50,53,53,52,36,36,59,19,29,45,51,0,25,47,33,33,2,64,44,41,58,79,33,0,39,34,76,27,6,15,70,5,30,20,17,18,18,66,24,69,51,33,34,26,47,50,16,37,39,55,37,12,29,23,34,84,50,0,38,61,41,46,30,51,42,66,38,24,40,24,100,22,29,74,35,44,34,49,17,24,0,2,0,5,6,52,41,28,21,50,0,16,54,41,44,49,58,0,65
2010-12-01,19,46,32,40,55,59,43,49,57,63,25,22,13,32,9,8,9,19,13,30,6,14,30,19,20,16,11,4,19,23,27,9,13,46,0,25,30,43,49,43,74,24,63,19,10,12,8,14,11,37,10,42,29,0,21,46,9,73,34,54,0,32,28,36,11,5,18,19,12,5,63,36,0,63,47,54,38,47,40,57,53,38,41,58,18,30,36,43,0,27,37,24,30,2,42,41,33,37,65,27,0,34,30,73,13,5,13,64,2,35,24,15,28,22,69,25,77,52,24,27,8,33,42,9,48,44,72,50,13,45,39,41,100,72,50,55,77,52,56,33,46,48,71,36,26,28,0,85,25,30,69,31,41,32,47,0,30,0,2,1,4,5,44,36,35,22,45,0,17,46,44,45,43,58,0,55
2011-01-01,28,34,14,34,32,66,48,56,68,67,33,16,15,34,12,31,11,19,12,32,17,21,32,24,16,29,22,6,30,29,31,31,19,60,25,27,33,46,53,40,51,22,90,20,16,16,6,14,12,36,8,33,35,10,17,58,19,85,31,65,0,34,22,33,8,8,15,22,10,7,67,36,21,64,44,60,41,46,60,65,59,51,34,49,13,29,40,45,12,26,38,26,27,2,32,38,30,24,57,32,10,36,35,68,31,32,33,48,5,32,23,14,24,21,73,23,78,49,32,29,20,47,44,10,23,31,54,27,9,52,26,49,60,45,0,32,57,34,28,23,59,36,52,30,20,10,0,67,29,35,72,34,46,40,51,0,30,0,3,1,4,6,51,46,42,19,54,0,24,48,47,50,47,65,0,43
2011-02-01,25,35,14,26,28,68,48,59,74,71,30,18,15,36,13,21,12,20,16,31,13,24,31,29,15,39,28,3,36,22,26,26,28,42,18,34,40,52,59,47,45,21,83,17,13,15,7,12,13,29,7,20,35,0,33,63,16,75,41,60,0,30,24,33,10,8,17,21,16,4,68,42,11,67,59,59,43,49,66,66,64,47,33,48,18,26,45,47,0,23,42,27,32,2,25,34,29,21,58,34,0,37,41,72,70,33,41,37,4,34,21,10,24,24,77,24,64,51,37,26,11,47,48,13,18,27,52,20,8,21,31,27,43,35,0,27,51,32,23,20,60,33,52,26,17,0,0,52,24,30,62,32,45,41,47,0,22,14,5,1,8,16,47,46,33,24,55,14,17,41,46,70,55,100,0,58
2011-03-01,26,36,16,27,27,74,51,69,81,79,39,27,22,41,22,26,24,28,27,32,17,23,32,31,19,41,31,4,46,24,23,20,28,42,0,46,43,51,70,52,45,21,70,19,13,20,12,13,16,33,9,37,44,0,29,70,20,98,23,30,0,34,20,39,16,20,27,23,17,10,74,43,0,64,55,69,43,59,72,76,61,49,36,58,21,28,52,53,11,26,43,27,35,3,38,39,35,28,71,35,0,40,44,77,31,11,27,30,5,38,23,10,22,23,71,24,43,45,31,27,25,53,50,15,19,31,51,21,9,23,32,27,31,32,0,38,52,32,24,23,66,34,62,28,19,20,0,64,26,30,65,28,46,40,50,0,32,0,7,1,8,15,59,51,58,26,60,0,19,52,40,72,44,57,0,44
2011-04-01,28,36,18,32,31,73,56,82,92,82,32,19,16,37,31,25,34,41,33,39,33,28,39,28,20,50,38,7,59,24,26,10,19,40,17,33,57,45,74,53,42,22,66,29,19,25,15,20,17,36,10,34,60,0,34,82,30,39,9,13,0,31,28,40,7,29,39,36,27,38,73,40,0,65,51,66,48,70,78,76,76,29,44,54,29,31,50,53,12,30,53,37,45,3,47,42,47,35,83,39,11,44,50,73,15,5,37,26,10,34,24,15,28,23,76,25,60,47,39,29,26,51,51,15,23,39,65,24,10,32,23,31,35,29,0,25,42,28,27,29,73,35,70,36,22,21,0,63,26,29,65,30,43,38,45,14,35,13,8,2,11,19,56,44,54,38,57,0,14,70,43,60,41,59,0,42
2011-05-01,27,36,18,34,30,69,56,78,83,76,22,13,7,35,33,42,38,46,31,43,44,34,43,31,15,62,46,9,50,26,27,37,13,53,17,30,58,47,79,55,40,25,62,23,8,22,9,17,15,32,9,31,58,0,35,85,17,23,6,7,0,31,24,33,7,24,42,42,30,34,75,46,10,60,39,60,49,65,72,61,80,44,53,69,32,31,56,59,23,29,55,40,46,3,42,44,41,32,73,37,0,42,43,70,13,2,27,20,14,36,24,12,17,23,74,24,62,49,38,33,24,58,48,29,26,49,64,25,11,37,22,28,36,30,0,29,35,27,29,36,71,35,70,34,22,21,0,58,25,29,60,26,43,35,53,13,38,0,11,2,12,16,57,48,43,27,61,0,13,55,39,63,48,70,0,34
2011-06-01,29,37,17,34,31,70,56,72,80,79,34,19,5,28,35,28,37,48,36,52,55,41,52,32,17,68,54,6,53,27,31,14,44,55,18,34,53,49,62,58,61,25,52,21,8,15,6,15,17,43,11,33,62,0,37,80,26,22,4,6,0,34,25,34,10,15,43,36,24,14,71,49,11,62,45,60,49,54,70,64,79,44,49,57,23,34,56,59,36,31,47,35,50,4,37,45,39,29,66,34,11,39,39,78,12,1,39,18,53,40,26,13,20,24,78,25,64,48,40,34,38,60,49,43,27,47,62,25,11,28,20,27,33,34,0,21,35,27,31,37,72,33,63,29,22,0,0,57,26,29,60,27,43,36,50,14,28,0,6,2,5,8,56,46,42,30,58,0,17,62,45,75,51,77,0,34
2011-07-01,30,38,15,34,31,71,57,76,86,85,26,16,15,35,37,40,42,50,38,61,61,56,61,35,27,82,63,6,72,26,32,22,28,50,0,41,58,56,61,58,51,24,41,14,14,11,0,10,17,33,10,32,59,0,37,91,23,21,5,6,0,31,24,45,10,15,43,33,26,41,72,47,0,68,51,60,46,56,71,64,84,55,52,59,31,36,69,71,25,30,45,37,52,4,39,46,33,29,71,37,11,43,44,79,7,1,42,17,58,38,22,17,27,22,89,27,66,53,36,33,41,58,51,58,31,54,63,27,13,34,26,29,33,36,0,39,43,33,34,37,74,33,56,33,24,11,0,79,29,31,66,24,38,30,49,0,25,0,5,2,7,9,59,50,57,32,64,0,18,55,37,63,43,62,0,28
2011-08-01,24,35,18,31,31,74,56,72,83,78,30,19,6,26,34,29,39,41,30,53,54,48,53,40,25,72,58,4,64,32,31,14,29,51,17,29,54,48,62,64,54,24,42,19,13,14,6,14,14,38,10,45,51,0,33,77,17,30,7,10,0,29,24,38,7,27,38,30,26,28,77,52,10,62,46,66,46,59,74,63,75,52,51,63,28,38,70,68,12,37,48,41,46,5,35,46,35,29,69,37,0,41,42,67,13,2,38,16,87,36,23,14,19,24,80,26,62,50,38,37,32,55,52,23,32,44,67,24,9,47,26,36,41,34,0,33,39,32,35,32,78,35,68,36,25,21,10,78,34,32,66,28,39,35,53,0,29,0,8,2,7,10,58,47,45,29,64,0,15,66,40,45,48,55,0,31
2011-09-01,27,36,16,31,31,69,52,66,77,69,28,14,13,23,26,19,26,31,24,47,34,29,47,26,19,48,37,7,44,29,33,27,19,51,0,32,56,47,67,63,48,24,48,19,12,16,6,15,17,20,9,27,43,0,32,60,14,44,11,20,0,31,23,37,8,17,38,23,20,44,71,43,0,63,45,61,47,55,68,66,61,47,45,54,40,35,58,58,11,32,50,37,42,6,40,41,33,34,67,35,0,38,39,67,26,4,28,16,47,40,26,13,31,23,71,24,63,49,37,35,30,49,52,13,33,39,63,23,12,73,26,50,46,38,0,37,42,36,37,31,75,35,71,33,27,10,0,53,30,29,64,31,41,31,45,13,22,0,6,2,8,4,54,45,37,37,56,0,18,60,38,55,60,61,0,50
2011-10-01,27,33,16,31,27,67,49,65,72,68,27,20,9,34,17,30,16,23,18,35,20,20,35,28,15,28,24,1,33,27,25,34,21,39,8,28,41,46,53,62,54,25,50,20,12,21,3,18,13,36,7,29,32,0,28,44,15,52,18,27,0,29,22,31,12,11,30,18,20,38,67,42,0,57,41,60,46,54,63,60,65,46,37,50,30,31,51,54,32,29,40,41,39,7,54,42,36,52,71,28,19,35,46,67,27,2,10,14,2,37,22,14,29,20,73,26,63,48,45,33,20,47,52,11,33,41,63,22,11,24,22,27,44,38,34,39,41,33,37,33,70,35,68,33,26,19,0,63,27,27,62,35,43,32,49,0,22,0,5,2,7,14,50,42,46,19,50,0,16,53,43,53,50,50,0,55
2011-11-01,25,36,21,35,32,63,46,59,63,59,24,17,8,25,11,10,11,20,12,35,11,14,35,16,10,15,14,3,18,19,23,21,20,36,8,31,35,50,47,49,42,24,47,22,13,15,8,17,14,38,8,41,27,0,15,32,6,74,19,36,0,27,25,34,5,9,23,19,16,37,60,37,0,55,39,55,40,47,56,62,59,50,31,56,22,30,44,45,10,25,48,37,31,8,61,44,42,70,71,29,0,32,35,62,18,4,11,14,2,36,20,12,9,19,79,26,54,49,34,33,32,40,48,9,43,57,70,29,8,28,21,26,53,54,33,50,52,51,51,44,73,42,66,34,29,9,17,59,26,29,63,37,44,37,47,0,28,0,4,2,5,9,50,38,32,41,45,0,18,56,33,49,65,61,0,62
2011-12-01,28,55,25,46,40,57,43,49,54,53,19,14,9,22,11,12,11,16,11,36,12,15,36,14,11,12,12,5,15,28,23,12,9,38,15,27,31,48,34,48,41,21,61,17,11,13,8,13,15,34,9,32,28,0,20,36,15,76,22,43,12,24,24,39,4,8,19,17,14,25,64,37,0,58,42,48,34,42,45,51,57,40,39,60,16,29,39,45,11,25,49,29,32,10,40,40,35,32,57,24,10,29,30,62,10,5,10,12,1,38,26,13,34,21,87,28,61,54,31,26,20,30,45,8,52,62,94,33,12,37,32,38,65,54,0,52,69,64,60,45,70,43,66,39,38,19,9,84,26,27,60,35,35,33,42,0,23,0,6,2,5,5,37,32,37,15,38,0,11,45,44,57,63,68,0,55
2012-01-01,29,32,15,31,24,62,44,54,59,54,23,19,7,26,12,8,12,17,11,44,14,22,44,25,17,23,18,4,22,21,25,20,24,41,0,24,33,50,50,50,41,21,82,19,9,15,10,14,14,35,8,34,34,0,20,42,12,71,27,44,0,28,23,39,12,12,17,16,11,14,67,33,0,56,45,55,37,45,52,48,56,34,37,52,18,31,42,46,0,31,43,30,29,10,28,37,30,23,48,25,0,33,30,57,24,31,23,12,3,42,24,13,26,24,75,27,56,46,35,29,10,38,50,8,32,40,56,17,10,59,27,39,46,33,0,40,35,38,34,30,71,31,55,28,26,9,0,49,28,28,72,35,45,35,51,0,25,0,5,2,5,8,50,40,30,29,49,0,23,53,35,47,42,51,0,50
2012-02-01,30,31,13,28,22,65,47,57,62,63,27,20,9,27,16,19,16,21,13,44,13,24,44,18,14,36,28,3,35,24,25,18,23,47,15,29,41,48,55,53,54,26,74,21,9,18,3,14,13,26,7,29,37,0,36,56,18,76,34,43,11,29,24,39,13,11,22,19,13,6,70,49,9,58,52,57,39,47,55,57,61,44,36,57,30,30,53,52,10,27,46,30,31,11,30,36,33,22,50,27,9,33,35,60,55,36,44,11,4,46,25,15,17,26,81,28,51,50,33,27,25,38,51,9,28,35,53,16,12,22,33,24,37,28,0,31,30,31,31,24,74,28,59,26,26,36,0,53,25,25,60,33,45,33,50,0,23,0,11,1,7,8,50,40,29,27,51,0,16,52,38,54,42,61,0,63
2012-03-01,29,30,15,26,21,68,54,68,69,68,26,19,6,34,26,13,29,35,23,48,25,24,48,28,14,38,32,2,37,24,29,22,21,44,14,24,44,54,58,51,41,26,64,20,10,21,7,15,16,26,10,30,50,0,21,57,22,57,14,24,0,30,26,35,5,22,35,29,22,25,65,39,0,56,43,63,44,60,58,54,67,50,47,58,35,30,55,56,28,29,55,36,41,11,44,42,45,31,60,32,0,37,37,67,36,14,35,11,6,39,22,11,16,22,77,26,44,47,36,33,28,42,47,16,28,44,54,16,13,24,21,26,37,28,30,22,30,30,31,30,90,28,68,30,27,17,0,60,26,25,63,35,47,30,52,0,29,11,15,3,8,10,53,42,46,25,48,0,16,44,38,48,37,51,0,54
2012-04-01,31,31,16,29,21,74,57,74,71,70,24,20,10,31,31,38,35,43,29,46,31,28,46,26,18,49,40,6,42,28,32,20,6,54,14,36,54,50,57,56,46,32,63,24,14,23,16,17,17,35,12,25,62,0,33,67,25,34,8,10,0,26,24,42,10,23,43,32,27,41,71,48,9,64,48,69,47,63,58,59,64,44,45,55,26,30,62,57,30,27,53,42,45,10,50,47,50,36,64,32,18,38,40,68,14,6,31,11,7,37,23,15,18,21,76,27,51,47,39,33,29,40,51,17,29,55,61,17,13,33,18,28,33,23,0,31,19,28,31,33,94,28,74,32,33,44,8,75,29,25,61,33,42,34,53,0,29,0,18,3,10,11,54,38,32,27,49,0,13,58,36,55,44,67,0,33
2012-05-01,31,31,17,30,22,69,58,71,68,72,22,84,9,24,34,42,39,50,32,50,41,37,50,29,15,60,51,5,54,31,31,26,19,48,14,32,60,51,67,61,45,24,52,21,12,17,15,16,14,31,9,32,60,0,44,67,18,24,2,5,0,26,25,39,11,17,49,45,29,57,69,47,0,65,46,66,49,58,55,56,73,53,49,63,21,35,60,61,29,32,45,44,48,9,41,48,41,31,60,31,9,37,36,63,12,2,29,10,15,37,27,14,17,25,83,27,45,49,40,35,63,47,54,36,30,62,65,20,15,32,17,29,33,23,0,30,19,28,33,39,92,27,73,28,34,17,8,65,26,24,58,30,46,40,53,0,29,33,14,2,8,7,54,39,45,40,49,11,22,44,37,45,39,65,0,35
