date,841_Flyer,841_Canada,841_No Frills,841_Costco,841_Real Canadian Superstore,47_Car,47_Canada,47_Sales,47_Honda,47_Ford,1190_Car,1190_Canada,1190_Ford,1190_General Motors,1191_Motorcycle,1191_Mountain bike,1191_Canada,1191_Bicycle,1191_Mountain,1140_KAYAK,1140_Kayak,1140_Sales,1140_Outboard motor,1140_Boat,1213_Living van,1213_Trailer,1213_Sales,1213_Recreational vehicle,1213_Caravan,1013_Car,1013_Auction,1013_Sales,1013_Classic,1013_Classic car,1214_Car,1214_Trailer,1214_Sales,1214_Ritchie Bros. Auctioneers,1214_Truck,806_Car,806_Truck,806_Bugatti,806_Lamborghini,810_Car,810_Canada,810_Electric vehicle,810_Hybrid vehicle,810_Electric car,1317_Car,1317_Lock,1317_Smart,1317_Door,273_Motorcycle,273_Canada,273_Harley-Davidson,273_Sales,273_Yamaha Motor Company,148_Arctic Cat,148_Snowmobile,148_Ski-Doo,148_Polaris Inc.,1147_Aircraft,1147_Cessna,1147_Sales,1147_Airplane,1212_Scooter,1212_Motorcycle,1212_Canada,1212_Vespa,1212_Kick scooter,610_Van,610_Sales,610_Ford,610_Truck,610_Sport utility vehicle,815_Car,815_Canada,815_Sales,815_Ford,815_Honda,1294_Speed limit,1294_Ontario,1294_Exam,1294_Traffic ticket,1294_Driving,170_Driving school,170_Driving,170_Driver's license,170_License,170_Vehicle registration plate,138_Car,138_Code,138_Oil,138_apk,89_Car,89_Canada,89_Wheel,89_Tire,89_Rim,473_Car,473_Canada,473_Sales,473_Auto Trader Group,473_Used car,803_Car,803_Auto show,803_Air show,803_2010,803_Toronto,121_IGA Extra,121_Super C,121_Circulaire,121_IGA,121_Grocery store,276_Restaurant,276_Domino's Pizza,276_Menu,276_Toronto,276_McDonald's,650_Door,650_Canada,650_Air conditioning,650_Wood,650_The Home Depot,73_Walmart Pharmacy,73_Canadian Tire,73_Walmart,73_Walmart Canada,73_Calgary,355_Bookstore,355_Renaud-Bray,355_Archambault,355_Book,1146_EB Games Australia,1146_Game,1146_EB Games,1146_Canada,1146_Video game,18_Canada,18_Kijiji,18_Canadian Tire,18_Walmart,18_Shoes,1225_Outlet store,1225_Canada,1225_Hour,1225_Wholesaling,1225_Costco,270_IKEA,270_Furniture,270_Light,270_Canada,659_Gas,659_Petroleum,659_Filling station,659_Oil,659_Gasoline,1268_GasBuddy,1268_Costco Gasoline,1268_Gasoline,1268_Costco,1268_Price,38_SAAQ,38_Canada,38_Insurance,38_Vehicle insurance,38_Desjardins Group,844_Canada,844_Barcode,844_Point of sale,844_Image scanner,614_Vancouver,614_Centre Bell,614_Cineplex Entertainment,614_Ticket,614_Ticketmaster
2009-07-01,41,44,27,14,37,63,95,98,85,72,26,49,53,32,29,43,33,52,40,52,52,54,56,66,0,68,78,14,18,39,12,12,53,34,25,56,71,0,57,33,54,56,48,22,21,17,11,18,14,26,19,37,65,86,51,25,0,20,10,6,0,42,40,13,24,44,23,24,49,18,59,49,69,73,0,53,76,64,67,71,44,72,41,66,58,65,73,39,43,18,43,51,33,0,54,82,39,28,33,55,60,100,0,51,39,3,62,19,8,16,29,16,19,17,51,56,21,82,29,29,54,41,56,34,9,39,23,28,43,38,26,28,41,0,49,33,32,51,30,50,25,23,50,74,30,0,0,17,33,86,25,40,47,38,0,40,30,3,0,7,0,5,47,57,59,36,18,35,28,21,0,55,40,0,41,47
2009-08-01,40,41,25,13,31,65,88,98,79,72,23,51,47,19,46,36,25,49,33,46,46,49,46,54,0,57,69,7,18,40,22,40,50,37,35,61,69,0,46,38,45,46,56,27,18,20,21,20,15,28,17,32,66,78,30,17,0,25,13,9,0,43,52,5,22,41,24,22,32,6,52,38,82,81,0,52,70,97,66,69,26,73,39,65,63,65,69,44,45,0,44,40,35,0,51,73,36,29,30,54,58,90,0,48,43,2,69,23,12,24,27,15,18,18,48,65,20,73,27,32,53,33,45,33,11,37,24,31,49,57,28,35,43,0,53,35,28,37,31,49,21,25,58,71,31,0,0,16,42,90,25,44,60,33,65,40,22,1,0,6,0,4,51,52,56,37,3,33,34,24,0,44,48,0,63,52
2009-09-01,37,40,23,12,38,55,83,82,73,65,15,40,44,21,35,30,20,42,28,29,29,32,36,37,0,40,57,3,11,34,21,0,32,27,37,45,62,0,43,32,69,59,50,24,15,20,20,19,12,58,17,47,50,66,19,29,0,41,21,18,0,39,45,12,26,35,16,24,33,27,49,47,74,76,0,49,70,75,61,65,25,65,28,61,58,48,59,32,38,16,40,38,29,0,47,76,34,36,42,48,56,86,41,45,35,2,54,30,30,20,35,18,20,18,47,61,19,71,23,32,51,19,54,9,12,30,25,29,45,71,20,31,58,0,55,36,32,52,31,46,19,27,60,81,28,0,0,15,33,79,28,37,60,35,0,41,21,1,0,4,0,3,50,51,54,25,13,33,26,33,21,50,66,0,70,64
2009-10-01,42,40,24,13,31,52,80,72,60,65,19,44,42,28,11,21,14,29,20,21,21,35,20,23,0,25,36,0,9,27,5,20,35,25,47,39,52,20,48,28,74,57,48,17,16,25,13,12,9,34,13,35,35,50,21,15,0,57,40,28,19,43,38,9,25,19,8,13,21,10,46,42,82,64,0,46,66,56,57,55,16,58,17,54,50,37,44,26,31,30,35,37,31,0,47,94,40,54,65,45,49,78,0,40,19,3,6,33,28,18,27,16,19,18,48,74,21,69,33,31,54,17,49,17,13,28,24,31,47,27,23,35,33,0,50,31,33,42,33,46,19,29,69,71,31,17,15,13,27,79,28,38,56,38,56,40,24,2,0,9,0,4,46,48,52,30,15,25,53,24,0,54,68,0,58,62
2009-11-01,49,61,25,29,54,46,79,73,51,56,39,50,44,14,19,15,13,23,15,25,25,27,20,18,0,18,26,0,11,34,34,35,43,33,43,41,50,0,45,27,64,83,45,22,15,11,18,15,8,35,13,33,33,50,18,15,0,55,44,27,0,37,39,12,24,21,15,16,27,5,42,50,81,71,0,43,62,71,51,52,23,54,34,61,54,33,42,23,29,15,32,47,33,0,43,91,39,46,46,39,48,82,0,36,15,3,5,39,28,29,30,16,18,14,51,69,22,73,25,29,59,14,54,6,11,37,36,45,52,30,28,55,31,0,49,41,51,24,40,44,23,46,62,69,38,53,0,18,28,85,32,41,47,32,0,40,21,1,0,6,1,4,43,49,48,43,0,35,39,16,0,50,81,0,57,63
2009-12-01,57,100,26,52,59,42,75,69,48,52,15,50,27,26,20,14,14,19,12,21,21,32,8,18,0,16,21,3,13,18,16,11,28,13,42,30,57,0,51,20,71,52,46,20,13,13,10,14,13,20,13,24,36,53,24,18,0,75,57,43,0,34,34,9,26,20,10,12,21,27,39,65,70,65,0,37,53,57,53,50,19,55,9,36,57,33,46,22,29,16,29,36,25,0,49,94,35,44,41,35,43,75,0,29,15,7,2,49,13,19,35,21,25,17,57,82,22,78,22,27,49,10,44,30,13,47,51,65,72,44,60,90,47,0,81,56,100,57,54,41,36,58,72,95,48,56,0,24,29,82,33,41,51,40,0,39,19,2,0,5,0,3,38,45,44,41,3,32,42,20,0,48,71,0,46,47
2010-01-01,42,56,26,35,41,47,78,70,56,63,12,42,40,12,8,13,13,22,13,25,25,25,11,25,0,22,32,3,13,27,9,29,40,22,31,30,44,0,50,22,95,60,41,20,14,10,9,13,7,8,11,14,42,59,26,21,0,83,65,44,0,42,35,17,23,18,4,13,21,0,36,70,86,67,0,43,62,61,55,52,18,62,24,55,55,48,52,24,29,43,33,40,30,0,42,65,29,23,28,41,50,80,0,35,41,42,5,90,39,17,31,21,22,16,53,83,23,74,27,31,59,12,54,24,8,25,22,29,43,56,28,48,46,0,51,35,52,47,35,44,17,24,52,65,36,17,14,15,32,90,31,46,52,40,54,41,24,1,0,8,0,4,34,57,52,37,12,37,32,24,0,43,43,0,40,34
2010-02-01,39,50,23,29,34,47,76,78,56,60,18,45,39,30,5,15,17,22,15,25,25,26,15,26,0,26,45,3,16,24,19,50,31,22,42,36,59,0,55,28,79,38,39,17,16,8,14,12,8,11,14,10,36,58,24,27,0,69,51,35,0,39,38,11,23,20,6,12,23,20,39,37,76,67,0,44,60,71,55,55,17,62,17,58,49,39,46,23,28,30,27,39,25,0,40,63,30,21,28,42,48,86,0,37,45,36,5,92,74,33,31,20,21,17,54,82,23,72,26,26,58,14,50,20,12,20,20,27,41,27,12,49,32,0,51,30,45,45,32,43,15,22,50,51,31,35,0,13,26,82,29,36,52,42,0,39,25,2,0,9,0,3,30,49,50,41,9,38,37,24,0,50,63,0,52,52
2010-03-01,40,51,21,30,36,59,94,88,76,70,29,42,38,16,27,38,31,41,35,35,35,30,21,29,51,35,56,5,18,32,18,27,33,24,40,50,63,0,47,21,66,41,43,17,15,7,16,12,7,25,13,36,58,87,20,29,0,44,28,19,0,43,36,14,24,34,18,22,31,32,52,39,78,76,14,48,75,82,60,61,37,65,31,73,62,57,59,30,34,14,35,40,36,0,47,87,45,33,45,52,54,89,0,44,32,14,9,100,43,21,28,20,19,16,47,69,22,67,31,32,61,17,50,29,9,25,21,29,39,26,22,49,32,55,39,31,38,36,35,48,18,24,72,87,37,0,0,13,28,79,29,38,56,45,49,46,25,2,0,6,0,4,39,56,62,51,13,42,39,19,0,48,66,0,50,65
2010-04-01,41,52,22,33,31,59,90,86,81,72,22,43,32,23,34,36,39,51,35,33,33,31,39,35,0,51,69,5,14,30,14,34,45,30,33,50,60,36,47,26,96,39,53,19,16,17,22,13,11,26,17,19,71,91,41,48,0,27,10,7,0,36,37,16,31,44,28,27,41,24,45,52,84,65,15,51,73,76,62,65,32,73,33,67,64,49,52,30,36,0,41,48,33,0,49,85,43,35,42,48,52,87,17,43,34,7,12,87,20,25,29,22,20,17,47,71,22,72,29,30,63,24,60,14,12,35,22,32,44,38,26,44,34,0,39,24,33,52,32,51,23,25,76,90,40,65,15,14,30,81,26,38,52,43,0,48,28,1,17,8,1,4,45,55,60,43,17,36,34,13,0,52,57,0,51,58
2010-05-01,40,54,20,37,33,57,85,92,74,70,18,36,34,18,41,39,34,45,33,43,43,40,42,41,0,57,68,6,20,30,10,25,45,23,34,61,74,38,47,26,69,49,45,22,14,12,9,18,6,38,11,30,63,82,29,37,0,20,8,8,0,40,44,18,38,43,8,26,41,10,52,56,75,66,16,49,68,77,63,61,23,68,17,49,67,61,64,26,35,31,43,48,63,0,48,75,37,28,34,45,52,92,35,42,32,2,27,85,16,18,30,19,18,18,49,75,23,71,30,32,69,50,55,34,14,37,23,32,42,46,27,48,38,61,36,25,37,30,32,52,27,27,67,86,37,50,15,17,27,79,28,34,53,79,54,85,27,2,0,5,1,3,44,53,55,41,6,36,29,24,0,43,66,0,41,52
2010-06-01,38,51,20,33,31,57,86,86,71,70,24,44,26,13,22,41,37,48,37,47,47,45,41,47,0,55,48,3,21,35,30,16,41,28,57,51,71,19,49,25,63,39,46,17,15,10,5,13,9,31,14,39,65,81,34,27,0,18,8,3,0,31,36,11,36,35,20,25,43,16,52,72,80,67,0,46,66,60,64,60,36,59,52,53,60,55,60,30,37,16,41,38,57,0,47,77,38,28,34,47,44,83,18,45,43,2,51,92,15,19,32,21,21,15,45,66,22,69,36,31,59,48,50,18,15,42,24,31,42,33,27,45,33,0,45,27,35,37,32,54,24,27,56,85,34,17,16,16,29,73,26,33,55,75,0,100,26,2,0,11,1,5,38,53,62,37,9,53,39,30,0,49,48,0,41,63
2010-07-01,35,46,21,31,36,62,84,88,81,74,14,41,40,17,35,34,35,46,32,51,51,45,50,60,0,58,70,8,22,30,24,20,55,33,30,57,73,18,50,27,58,49,46,15,12,5,4,10,10,32,13,22,60,77,33,24,0,19,6,5,0,33,39,7,32,45,34,21,43,44,49,45,71,65,0,47,66,66,65,65,10,68,25,58,66,63,68,38,45,30,44,54,48,1,54,78,37,29,32,49,43,83,0,46,47,1,61,88,18,33,30,18,18,17,54,74,23,75,34,35,65,68,47,25,18,44,27,33,48,31,10,49,38,0,47,34,44,36,30,52,27,32,51,58,38,16,0,19,31,75,23,34,51,39,53,64,25,2,0,6,0,4,32,50,59,27,11,31,34,30,0,49,28,0,46,56
2010-08-01,32,40,21,29,32,63,83,93,81,76,26,39,36,12,36,35,27,46,33,50,50,45,49,49,0,53,73,8,17,40,19,19,52,37,27,54,80,0,47,30,56,62,45,17,10,11,9,12,7,23,12,31,57,71,31,33,15,23,9,6,0,40,47,10,31,33,20,19,36,14,55,59,79,68,0,51,68,79,66,66,22,77,32,58,65,67,71,36,43,15,43,52,38,1,49,72,36,30,42,51,46,91,0,43,41,2,52,92,19,25,30,18,19,19,50,61,24,69,31,34,53,31,48,33,11,37,28,31,52,47,16,39,42,0,47,30,41,34,31,56,21,34,67,96,37,0,0,19,36,81,27,38,53,37,0,42,30,2,0,7,1,3,25,48,58,44,6,34,42,20,18,47,43,0,48,51
2010-09-01,32,40,20,28,32,55,76,76,71,72,24,31,30,16,15,22,19,32,23,37,37,33,27,29,0,35,43,10,16,28,18,32,45,27,29,45,58,0,42,24,54,58,54,15,10,23,21,10,11,40,13,46,41,56,17,15,0,36,20,12,0,35,40,13,31,31,18,20,31,9,39,51,77,66,0,47,64,60,63,60,37,64,23,51,69,55,58,29,36,14,36,53,34,1,46,74,36,35,40,47,43,81,16,42,30,3,48,85,35,24,30,19,19,12,46,64,22,68,29,29,54,17,50,26,15,34,25,27,51,56,28,63,54,0,37,31,43,21,32,53,19,31,69,78,36,46,0,19,27,75,30,31,51,41,0,48,32,1,0,1,1,3,25,46,58,33,13,40,50,17,17,42,58,0,59,50
2010-10-01,31,37,20,28,31,51,72,71,67,65,19,41,35,15,17,19,17,24,17,33,33,23,16,20,48,24,30,7,15,27,17,9,47,24,38,42,55,16,44,26,74,57,55,18,14,15,4,13,11,21,17,24,37,49,26,18,13,39,28,18,0,32,44,11,32,23,18,12,24,13,37,39,65,59,13,44,59,65,58,58,29,51,37,40,54,42,52,26,33,27,33,37,39,2,41,76,36,44,42,43,39,83,0,36,15,3,9,76,29,18,29,17,18,15,47,72,23,66,38,30,43,11,48,22,13,30,24,26,47,32,25,47,33,0,44,29,43,31,33,50,20,31,65,77,34,15,0,19,21,74,31,28,51,42,0,44,24,2,0,5,1,3,25,42,51,46,18,28,35,25,0,42,62,0,56,52
2010-11-01,38,49,19,38,32,51,66,70,59,66,18,31,37,29,16,11,14,20,11,28,28,24,13,16,0,14,22,0,10,27,21,21,40,21,41,34,57,16,45,24,72,49,44,19,11,14,15,13,8,21,12,19,28,41,18,15,0,54,35,25,0,31,31,19,31,23,5,10,19,26,39,40,68,65,0,42,53,54,56,50,21,49,7,36,58,45,51,25,29,0,33,46,33,2,45,79,42,59,65,39,34,75,0,33,15,6,4,70,27,18,29,18,19,17,51,69,24,66,33,34,47,16,51,24,13,39,37,37,55,29,25,83,34,0,50,41,61,41,41,51,30,46,66,100,38,43,26,24,22,75,35,29,49,33,92,44,20,2,0,6,0,5,24,41,52,25,20,36,52,17,0,44,66,0,49,58
2010-12-01,46,56,19,32,40,43,57,62,49,60,22,32,26,13,7,9,13,20,9,30,30,20,6,14,50,11,19,5,20,27,13,9,42,23,22,29,49,0,43,24,64,73,42,19,12,11,8,14,10,39,11,38,29,46,21,9,0,72,54,35,0,32,36,13,27,18,5,12,18,4,36,46,63,62,0,38,40,57,54,47,17,53,8,37,57,36,43,27,30,0,30,36,24,2,42,65,33,37,42,34,30,73,0,27,13,5,2,64,13,32,35,22,24,15,52,78,25,69,24,27,33,9,42,8,13,45,48,50,72,44,35,100,40,54,71,52,77,53,48,46,33,56,71,87,36,30,0,26,25,69,31,30,47,32,0,41,26,2,0,6,1,4,18,35,44,32,21,39,44,18,0,44,55,0,46,58
2011-01-01,34,32,28,14,34,48,67,66,56,66,16,34,34,14,27,11,12,18,12,32,32,24,15,21,0,22,31,7,16,32,19,30,52,28,26,33,54,37,47,21,92,51,41,20,16,15,6,14,8,32,12,33,35,57,17,19,10,85,65,31,0,34,33,9,23,15,6,10,22,10,36,43,67,65,21,41,60,64,60,46,13,57,28,54,48,40,46,26,29,20,27,38,26,2,38,57,30,24,32,36,35,69,11,32,33,33,4,48,32,27,32,21,23,14,49,78,23,73,32,29,47,10,44,19,10,31,23,27,54,50,27,61,49,0,44,34,57,31,36,59,23,28,52,71,30,11,0,20,29,72,34,35,51,38,0,46,28,3,0,6,1,4,21,46,51,41,17,41,45,27,0,50,43,0,46,65
2011-02-01,35,28,25,15,27,48,74,71,59,68,18,36,29,15,19,12,16,20,14,31,31,30,11,24,0,28,37,6,15,26,28,25,37,22,34,40,60,27,53,22,84,46,48,17,15,16,6,12,7,25,13,28,34,62,34,18,0,75,60,42,0,29,32,11,24,17,8,17,21,4,41,58,68,67,11,43,66,67,59,50,19,64,18,50,47,45,47,23,25,0,31,42,27,2,34,58,28,21,25,37,41,72,0,34,41,32,4,37,71,22,34,24,21,10,51,64,24,77,37,26,47,13,48,10,8,27,18,20,52,21,31,43,27,0,35,32,50,27,33,60,20,23,52,53,26,0,0,17,24,63,32,30,47,40,0,45,20,5,12,16,1,8,22,45,47,33,23,40,38,21,13,70,59,0,56,100
2011-03-01,36,27,26,16,28,51,80,79,69,73,25,39,37,22,21,24,26,28,23,32,32,32,17,23,0,31,47,7,19,24,28,19,38,25,46,43,71,0,51,21,71,45,52,19,19,14,14,13,10,35,15,35,43,69,31,19,0,98,30,24,0,34,38,15,20,27,18,17,23,10,43,56,74,63,0,43,71,76,69,59,20,60,11,52,56,51,53,26,28,10,35,43,27,3,39,71,35,28,38,40,44,77,0,35,27,11,5,31,32,23,38,23,22,10,45,43,24,71,31,27,53,15,50,26,10,31,19,21,51,23,32,31,27,0,32,32,52,37,34,66,23,24,62,67,28,21,0,19,26,65,28,30,50,40,0,46,29,7,0,13,1,8,24,51,59,58,24,37,50,22,0,72,44,0,45,57
2011-04-01,36,32,28,18,32,57,91,81,82,73,17,36,30,16,24,34,34,41,32,39,39,31,31,28,0,38,59,10,20,27,20,10,35,26,32,56,75,25,45,23,67,42,53,29,26,17,24,19,10,31,17,40,59,82,36,34,0,39,13,9,0,31,40,6,27,39,28,27,35,34,41,49,73,65,0,48,77,76,66,70,30,74,28,33,53,51,53,29,31,10,45,53,37,3,42,83,47,36,48,44,50,73,12,39,37,5,10,26,16,28,34,23,24,16,47,61,25,76,39,29,50,15,51,23,10,39,23,24,65,32,23,35,31,0,28,28,43,27,35,73,29,28,70,64,36,23,0,22,26,66,30,29,45,38,36,43,30,8,12,16,2,11,31,44,56,54,35,37,68,16,0,60,42,0,42,59
2011-05-01,36,30,27,18,34,56,83,75,78,69,13,34,22,8,40,38,32,46,34,43,43,32,39,34,0,46,52,11,15,27,13,33,47,26,31,58,83,25,47,25,61,43,55,23,22,8,9,17,9,31,16,33,58,85,36,15,0,23,7,6,0,31,33,7,24,42,27,31,42,40,45,38,74,60,10,49,72,61,61,66,34,77,22,47,68,56,59,28,31,20,46,55,40,3,44,73,41,32,41,42,43,70,0,36,27,2,13,20,13,19,36,23,24,12,49,62,24,74,38,33,58,29,48,23,11,49,26,25,64,36,26,36,28,0,31,27,35,29,35,71,36,29,70,63,34,22,0,22,25,61,26,29,53,35,36,43,34,11,0,16,2,12,33,47,57,41,25,35,52,14,0,63,34,0,50,70
2011-06-01,37,31,29,17,34,56,80,79,72,69,19,27,33,5,26,37,37,47,36,52,52,34,50,41,0,54,53,8,17,30,44,14,48,27,29,53,65,26,50,24,52,62,58,21,15,8,9,15,10,32,17,41,61,80,35,26,0,22,6,4,0,34,34,10,25,43,16,24,35,14,49,43,71,62,11,49,70,66,60,55,23,76,29,46,56,56,59,31,34,32,50,48,35,4,45,67,38,29,37,39,39,78,12,34,39,1,52,18,12,23,40,24,26,13,48,64,25,78,40,34,60,43,49,42,10,47,27,25,62,28,20,34,26,0,35,27,35,24,33,72,37,31,63,59,29,0,0,22,26,60,27,29,50,36,38,43,25,6,0,7,2,5,31,45,56,43,28,42,61,20,0,76,34,0,51,76
2011-07-01,39,32,31,15,34,57,86,84,75,72,16,35,27,13,41,42,38,50,38,61,61,38,55,56,40,63,73,8,26,32,28,22,43,26,43,57,62,0,56,24,43,52,58,14,12,13,0,9,10,32,17,32,59,90,36,24,0,21,6,5,0,31,44,11,23,43,17,27,32,40,48,49,72,67,0,46,71,64,60,56,32,82,37,55,57,70,71,30,36,22,51,45,37,4,46,71,33,29,39,44,44,79,13,37,42,1,55,17,7,28,38,22,22,18,53,67,27,89,36,33,58,57,51,41,13,55,31,27,64,34,22,34,28,0,36,33,43,39,33,74,37,34,56,83,33,12,0,24,29,66,24,31,49,30,0,38,23,5,0,9,2,7,32,49,59,56,30,33,53,20,0,64,28,0,43,61
2011-08-01,35,31,25,18,31,57,83,77,71,74,18,25,30,6,29,39,30,40,34,54,54,42,49,48,0,57,65,6,25,31,30,13,47,31,29,53,62,13,48,24,43,55,64,18,14,12,6,14,10,42,14,35,51,77,34,18,0,30,10,8,0,29,38,7,23,38,28,26,30,27,52,47,77,62,10,46,73,64,66,60,30,74,28,53,62,70,68,36,38,21,46,47,41,5,46,70,35,29,35,41,42,68,12,37,38,2,81,16,13,23,36,24,23,14,50,62,26,80,38,37,54,23,52,31,9,45,32,24,67,48,26,41,36,0,35,32,37,35,35,78,32,35,68,84,36,22,10,25,34,66,26,32,53,35,0,39,26,7,0,10,2,7,37,47,58,46,25,36,65,18,0,45,31,0,49,56
2011-09-01,36,31,27,16,31,52,76,71,66,69,13,24,26,13,18,27,24,31,26,47,47,27,32,29,0,37,45,9,19,33,19,26,45,28,31,56,68,0,48,25,50,48,63,19,16,12,9,15,9,27,17,21,43,59,32,14,0,44,20,11,0,31,37,8,23,38,17,20,22,43,43,46,71,62,10,47,67,67,61,55,39,57,33,50,53,58,58,32,35,10,42,53,37,6,41,67,33,34,41,39,39,67,0,35,27,4,44,16,26,32,40,23,26,13,49,63,24,70,37,35,49,12,52,30,12,40,33,23,63,74,27,47,49,0,39,36,41,36,34,75,31,37,71,57,33,11,0,27,30,64,31,29,44,31,36,40,19,6,0,4,2,8,35,44,54,39,35,34,59,20,0,55,50,0,61,61
2011-10-01,33,28,27,16,31,49,71,67,65,67,20,34,27,9,28,16,18,23,17,36,36,30,19,20,0,24,33,2,15,26,21,34,34,27,27,41,55,11,47,25,51,54,61,20,21,12,3,18,7,27,13,35,31,44,29,16,0,52,26,18,0,29,31,13,22,30,11,20,19,37,42,42,67,57,0,46,62,60,60,55,29,62,10,47,49,51,54,29,31,28,39,40,40,7,42,71,36,52,55,35,46,67,21,28,10,2,2,14,27,28,37,20,22,14,48,63,26,73,45,33,48,11,52,17,10,41,33,22,63,24,21,44,26,0,39,33,42,40,35,70,33,37,68,65,33,20,0,26,27,63,35,27,49,32,0,43,20,5,0,13,2,7,36,41,50,52,18,39,51,19,0,53,55,0,51,50
2011-11-01,36,32,25,21,35,46,63,58,59,63,18,25,24,9,10,11,12,20,11,35,35,16,10,14,0,14,18,5,10,24,20,21,33,17,31,34,49,34,51,23,49,42,50,22,15,13,8,17,8,41,14,39,26,32,14,8,0,75,37,20,0,27,34,4,25,23,10,16,19,39,36,39,60,54,0,40,56,63,55,48,23,58,15,52,55,44,45,25,31,0,31,48,37,8,44,71,42,70,61,32,35,62,0,29,11,4,2,14,19,11,36,19,20,12,50,54,26,79,34,33,40,10,48,31,8,57,43,29,70,28,22,54,26,0,56,50,52,50,42,73,44,51,66,61,34,10,18,29,26,63,37,29,46,37,0,44,25,4,0,8,2,5,33,38,50,33,37,29,54,20,0,49,62,0,66,61
2011-12-01,55,41,28,25,46,43,53,53,49,57,15,22,20,9,12,11,11,16,12,36,36,14,11,15,34,12,15,7,11,22,6,12,34,27,27,30,36,23,49,20,62,42,47,17,13,10,11,13,9,33,15,36,28,36,21,16,0,76,44,22,0,24,39,3,24,19,8,14,17,24,37,41,64,58,0,34,45,51,48,43,17,55,21,42,59,39,45,25,29,9,32,48,29,10,41,57,35,32,40,29,30,62,11,24,10,5,1,12,11,33,38,21,26,13,54,61,28,86,31,26,30,8,45,19,12,62,52,33,94,37,34,67,38,0,54,63,70,53,43,70,45,60,66,87,39,20,0,38,26,60,35,27,42,33,0,35,21,6,0,4,2,5,25,32,37,39,14,39,42,14,0,57,55,0,65,68
2012-01-01,32,25,29,15,30,44,59,54,54,62,19,25,23,6,7,12,11,17,12,44,44,26,12,22,0,18,22,5,17,26,24,17,36,20,24,33,52,0,50,21,85,41,50,19,15,9,10,14,8,30,14,34,34,42,21,13,0,71,44,28,0,27,39,12,23,17,12,11,16,17,34,44,67,56,0,36,52,48,55,45,17,54,19,33,52,42,47,31,31,0,29,43,29,10,37,48,30,23,28,33,30,57,0,26,23,31,3,12,25,28,42,24,25,13,46,57,27,75,35,29,38,8,50,11,10,39,32,17,56,59,28,47,39,0,33,37,35,38,31,71,30,34,55,51,28,9,0,26,28,72,35,28,51,35,0,45,22,5,0,8,2,5,26,39,49,32,26,33,51,26,0,47,50,0,43,51
2012-02-01,32,22,30,13,28,47,62,62,57,65,20,26,26,9,19,16,14,21,16,44,44,19,12,24,0,28,34,3,14,25,23,18,42,24,29,41,59,22,48,26,76,54,52,21,18,9,8,14,7,29,14,29,37,55,37,20,0,76,43,35,0,29,38,14,24,22,11,14,18,9,48,52,71,58,9,39,55,57,57,48,31,60,15,48,56,53,52,27,30,9,31,47,30,11,36,50,33,22,30,33,35,60,10,27,45,36,4,11,56,17,46,26,25,15,50,51,28,81,33,27,38,8,51,23,12,35,28,16,53,23,33,37,23,0,28,30,30,31,28,74,24,31,59,57,26,39,0,26,25,60,33,25,50,32,32,45,20,11,0,7,1,7,28,40,50,31,27,34,49,17,0,54,63,0,42,60
2012-03-01,30,22,29,15,27,54,69,67,68,68,19,33,25,6,12,29,23,35,27,48,48,30,24,24,0,32,38,3,14,29,21,19,39,24,24,44,60,31,54,27,66,43,51,21,21,12,10,15,10,30,16,24,50,57,23,24,0,57,24,15,0,31,35,4,26,34,24,23,29,25,39,43,64,56,0,43,58,54,63,60,34,65,23,50,57,55,56,29,30,25,40,53,36,11,42,60,45,31,44,37,37,66,0,32,35,14,5,11,37,17,39,22,22,12,47,44,26,77,36,32,41,16,47,26,13,44,28,16,54,23,21,38,26,33,28,30,29,23,28,89,30,31,68,65,30,18,0,27,26,63,35,25,52,30,0,47,26,15,9,10,3,8,33,42,53,46,24,34,42,18,0,48,54,0,38,51
2012-04-01,31,22,30,16,29,57,71,70,74,74,20,29,24,9,36,35,29,42,31,45,45,28,28,28,0,40,43,8,18,32,6,20,48,29,37,55,61,21,50,32,63,48,57,24,23,15,15,17,11,23,18,34,62,67,31,24,0,34,10,8,0,26,41,9,24,43,23,28,31,40,48,48,71,64,9,47,58,58,69,63,27,62,34,47,54,62,57,26,30,26,45,53,42,10,47,64,50,36,50,38,40,69,20,32,31,6,6,11,14,19,37,21,23,16,47,51,27,76,39,33,40,17,51,29,13,55,29,17,61,34,19,33,28,0,24,27,19,30,28,94,33,31,74,77,32,48,17,33,29,62,33,25,53,34,0,42,25,17,0,11,3,10,37,37,54,32,25,32,56,15,0,55,33,0,45,67
2012-05-01,32,22,31,17,29,58,67,71,71,69,81,24,23,9,41,39,32,50,35,50,50,31,38,37,31,51,54,6,15,32,16,22,43,31,31,60,66,21,51,22,52,45,60,21,17,10,17,15,9,30,15,29,60,66,46,19,0,24,6,2,0,27,39,12,25,49,18,29,44,58,47,46,69,65,0,49,55,57,66,58,20,71,23,52,63,60,60,32,35,25,48,45,44,9,48,59,41,31,41,37,36,63,19,31,28,2,14,10,12,20,37,25,27,14,49,45,27,83,40,35,47,36,54,62,16,62,30,20,65,32,18,32,28,0,23,28,19,29,27,91,39,33,73,68,28,19,8,34,26,58,30,24,53,39,0,46,27,14,29,7,2,8,34,38,54,45,36,33,42,24,10,45,36,0,40,65
